year_of_death;code;age;sex;disease;number_of_death
1979-2021;974;75-84;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;70
1979-2021;976;75-84;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;3
1979-2021;01;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;299
1979-2021;02;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;525
1979-2021;03;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;329
1979-2021;04;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;115
1979-2021;05;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;79
1979-2021;06;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;822
1979-2021;07;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;186
1979-2021;08;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;205
1979-2021;09;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;111
1979-2021;10;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;326
1979-2021;11;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;345
1979-2021;12;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;233
1979-2021;13;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;991
1979-2021;14;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;434
1979-2021;15;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;134
1979-2021;16;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;310
1979-2021;17;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;587
1979-2021;18;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;291
1979-2021;19;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;223
1979-2021;21;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;344
1979-2021;22;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;404
1979-2021;23;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;193
1979-2021;24;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;426
1979-2021;25;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;209
1979-2021;26;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;255
1979-2021;27;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;345
1979-2021;28;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;372
1979-2021;29;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;587
1979-2021;2A;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;77
1979-2021;2B;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;69
1979-2021;30;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;445
1979-2021;31;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;480
1979-2021;32;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;126
1979-2021;33;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;887
1979-2021;34;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;598
1979-2021;35;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;338
1979-2021;36;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;296
1979-2021;37;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;435
1979-2021;38;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;553
1979-2021;39;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;188
1979-2021;40;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;241
1979-2021;41;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;268
1979-2021;42;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;524
1979-2021;43;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;176
1979-2021;44;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;574
1979-2021;45;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;419
1979-2021;46;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;150
1979-2021;47;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;285
1979-2021;48;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;68
1979-2021;49;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;412
1979-2021;50;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;390
1979-2021;51;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;314
1979-2021;52;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;159
1979-2021;53;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;193
1979-2021;54;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;333
1979-2021;55;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;131
1979-2021;56;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;384
1979-2021;57;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;447
1979-2021;58;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;250
1979-2021;59;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;1482
1979-2021;60;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;483
1979-2021;61;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;223
1979-2021;62;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;881
1979-2021;63;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;303
1979-2021;64;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;354
1979-2021;65;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;163
1979-2021;66;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;270
1979-2021;67;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;553
1979-2021;68;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;343
1979-2021;69;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;723
1979-2021;70;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;128
1979-2021;71;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;460
1979-2021;72;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;416
1979-2021;73;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;212
1979-2021;74;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;197
1979-2021;75;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;1383
1979-2021;76;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;654
1979-2021;77;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;725
1979-2021;78;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;618
1979-2021;79;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;382
1979-2021;80;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;441
1979-2021;81;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;248
1979-2021;82;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;164
1979-2021;83;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;610
1979-2021;84;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;333
1979-2021;85;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;395
1979-2021;86;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;281
1979-2021;87;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;359
1979-2021;88;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;213
1979-2021;89;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;366
1979-2021;90;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;43
1979-2021;91;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;542
1979-2021;92;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;856
1979-2021;93;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;682
1979-2021;94;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;670
1979-2021;95;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;634
1979-2021;971;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;98
1979-2021;972;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;152
1979-2021;973;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;12
1979-2021;974;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;70
1979-2021;976;85-94;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;4
1979-2021;01;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;78
1979-2021;02;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;101
1979-2021;03;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;73
1979-2021;04;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;23
1979-2021;05;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;13
1979-2021;06;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;196
1979-2021;07;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;44
1979-2021;08;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;50
1979-2021;09;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;21
1979-2021;10;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;69
1979-2021;11;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;62
1979-2021;12;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;61
1979-2021;13;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;233
1979-2021;14;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;99
1979-2021;15;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;20
1979-2021;16;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;91
1979-2021;17;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;151
1979-2021;18;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;58
1979-2021;19;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;65
1979-2021;21;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;97
1979-2021;22;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;89
1979-2021;23;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;43
1979-2021;24;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;101
1979-2021;25;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;39
1979-2021;26;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;61
1979-2021;27;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;87
1979-2021;28;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;98
1979-2021;29;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;110
1979-2021;2A;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;17
1979-2021;2B;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;22
1979-2021;30;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;125
1979-2021;31;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;121
1979-2021;32;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;34
1979-2021;33;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;221
1979-2021;34;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;152
1979-2021;35;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;76
1979-2021;36;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;63
1979-2021;37;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;124
1979-2021;38;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;129
1979-2021;39;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;39
1979-2021;40;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;56
1979-2021;41;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;76
1979-2021;42;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;126
1979-2021;43;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;41
1979-2021;44;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;109
1979-2021;45;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;99
1979-2021;46;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;43
1979-2021;47;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;67
1979-2021;48;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;18
1979-2021;49;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;114
1979-2021;50;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;101
1979-2021;51;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;76
1979-2021;52;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;36
1979-2021;53;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;54
1979-2021;54;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;69
1979-2021;55;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;21
1979-2021;56;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;89
1979-2021;57;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;67
1979-2021;58;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;63
1979-2021;59;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;278
1979-2021;60;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;125
1979-2021;61;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;66
1979-2021;62;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;151
1979-2021;63;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;55
1979-2021;64;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;92
1979-2021;65;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;31
1979-2021;66;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;75
1979-2021;67;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;85
1979-2021;68;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;45
1979-2021;69;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;171
1979-2021;70;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;32
1979-2021;71;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;129
1979-2021;72;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;115
1979-2021;73;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;65
1979-2021;74;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;64
1979-2021;75;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;374
1979-2021;76;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;162
1979-2021;77;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;153
1979-2021;78;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;156
1979-2021;79;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;83
1979-2021;80;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;94
1979-2021;81;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;60
1979-2021;82;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;38
1979-2021;83;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;179
1979-2021;84;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;65
1979-2021;85;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;80
1979-2021;86;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;91
1979-2021;87;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;106
1979-2021;88;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;54
1979-2021;89;95p;Tous sexes;10. Maladies de la peau et du tissu cellulaire sous-cutané;97
